"Comment","Sentiment"
"Hi Bruno   I like it, seems to work well at 1st glance  Thanks!","Positive"
"I don't care about code duplication here.","Negative"
"I committed this. Thanks  Jay!","Positive"
"Hi Thiwanka   I assume you're referring to this code which checks the character offset and produces progress events if the XMLLocator has advanced at least 2K:  public void startElement (QName element, XMLAttributes attributes, Augmentations augs) throws XNIException { if(locator.getCharacterOffset() == 0) { reportProgressEvents(); nextCharOffset += 2048; }else if(locator.getCharacterOffset() > nextCharOffset) { reportProgressEvents(); nextCharOffset += 2048; }  //Call the AbstractDOMParser.startElement() super.startElement(element, attributes, augs); }  That looks fine to me.  Just mentioned this to Ishara... In future it would be easier to review changes if you created a patch (e.g. diff -u) which shows the differences between the previous version. Generally also better to add source files as an attachment to the JIRA issue rather than including it directly as a comment. This makes it easier to review and apply to the codebase.  Thanks. ","Positive"
"Seems to work reliably now.","Positive"
"maybe we can replace wsn-http-binding in the future","Neutral"
"I've looked at what can be done within the NSIS framework we use to build the Windows installer.","Negative"
"Thanks guys for saving mankind!","Positive"
"Thanks  Karthik!  I committed this to trunk  branch-2  and branch-2.1-beta.","Positive"
"And I notice that the marcuse/4338 line still doesn't have latency metrics  if you'd like me to re-run for those stats  I can. Just need to rebase off of CASSANDRA-6153 (or rewrite my tool to use a known good cassandra-stress; right now it just takes the one from the same branch it's testing.)","Neutral"
"Lets fix this post rampart-1.3","Neutral"
"Enjoy!","Positive"
"Thanks for the patch Greg. Applied at r1153789","Neutral"
"no  sorry - priorities have been shifted around...","Negative"
"Committed. Thanks Zheng!","Positive"
"Thanks Brock!","Positive"
"Done  Thanks chatra","Positive"
"Many thanks ... looks good","Positive"
"Committed @revision 1340076 in trunk","Neutral"
"+1. Looks good to me.","Positive"
"Can put the info in this file on people: -rwx------  1 dblevins  dblevins  0 Jul 12 21:00 /home/dblevins/INFRA-5044 ","Neutral"
"A PDF which demonstrates the problem","Neutral"
"committed to 0.94  0.95 and trunk  Thanks Jerry for the patch and Stack for the review!","Positive"
"Brock commented two test failed.  org.apache.hadoop.hive.cli.TestNegativeMinimrCliDriver.testNegativeCliDriver_mapreduce_stack_trace_hadoop20 org.apache.hcatalog.fileformats.TestOrcDynamicPartitioned.testHCatDynamicPartitionedTable  Can you assert that? I cannot reproduce.","Neutral"
"Cool - good information to have.  Thanks Lance!","Positive"
"umm ... call me crazy  but why are we making this public?","Negative"
"Committed revision 1504570. Committed revision 1504596. Committed revision 1504597. ","Neutral"
"Yes  sorry I forgot to mention this :-) But a header where this is stored would work great, and probably there should be a config item if you want it or not. ","Negative"
"Committed revision 700277. ","Neutral"
"Sorry.","Negative"
"Sorry but this is just stupid.","Negative"
"Thanks  Aaron!","Positive"
"You're right  I didn't check what the warning was about and assumed it was due to your patch. Resubmitting it.  And yes, I'll create a jira for the findbugs warning.","Neutral"
"Very cool.","Positive"
"Committed and was my first commit. Thanks to all.","Positive"
"Much obliged! Thank you! :)","Positive"
"Sorry Alvaro   lot of things need to be done at the same time.  But I am still not 100% clear what you want me to do / change.  I put installation/wiki links on top-right now: http://incubator.apache.org/openmeetings/index.html  What about the links to the Tutorials, you want to put those in the section ""Installation and Upgrade"" right?  Sebastian","Negative"
"Commited to trunk.","Neutral"
"Committed to trunk. Thanks  Thejas!","Positive"
"Code looks cool.","Positive"
"Never mind  figured it out  will be committing patch in the next few days.","Neutral"
"bq. First of welcome :) Thank you.","Positive"
"No unit test  sorry (but there's not much deltaQuery coverage anyway).","Negative"
"Plugman seems to not honour the npm proxy in fact. That's the problem.","Neutral"
"+1 The patch looks good to me. I will commit this later.","Positive"
"Yes  for create/append","Neutral"
"Here is a stronger/generalized version of this patch. Due to a lack to time on my part  this has not been compiled or tested  (sorry). Please test if you can David/Joachim.","Negative"
"sorry  last patch was missing new files","Negative"
"This just seems really evil.","Negative"
"No  this is not the right fix. HDFS can *not* depend on MapReduce. Please remove the dependence completely.","Neutral"
"Fixed. Committed revision 745895.","Neutral"
"Looks like this problem is bigger than I thought.  I can't even get a simple form without dot-stuffing to work.  Parsing this simple script:  require [""fileinto"", ""reject"", ""tag"", ""flag""];  # reply if anyof (header :contains ""subject"" ""test reply"") { reply ""text:"" This is the first line This is the second line . ; stop; }  results in  org.apache.jsieve.parser.generated.TokenMgrError: Lexical error at line 8, column 1.  Encountered: ""."" (46), after : """" at org.apache.jsieve.parser.generated.SieveParserTokenManager.getNextToken(SieveParserTokenManager.java:609) at org.apache.jsieve.parser.generated.SieveParser.getToken(SieveParser.java:625) at org.apache.jsieve.parser.generated.SieveParser.jjtreeOpenNodeScope(SieveParser.java:10) ","Neutral"
"Thanks Alok Agnihotri for your valuable patch. Special thanks to Rishi Solanki,Pranay Pandey,Brajesh Patel and others in helping Alok.  Changes are in rev # 607341.  -- Ashish Vijaywargiya","Positive"
"Forgot to mention:  Thanks to Alejandro and his team for pointing this one...","Positive"
"Oh one more thing on the tests. You have if (JVMInfo.JDK_ID >= 6) { ... test  should it b if (JVMInfo.JDK_ID >= 5) { ?  ","Neutral"
"Sorry about that...","Negative"
"Great  I think we are all on the same page  then! We'll move forward down this route. Thanks for taking a look.","Positive"
"I now realize hadoop-1662 is required. So i will wait. Thanks.","Positive"
"Thank you for the patch Sergey.","Positive"
"Applied. Thanks!","Positive"
"sorry  After investigation  the real source of the problem is when a tag is using dots (<a.variable>)  Apparently, XMLConfiguration does not support this.  Should it ? ","Negative"
"Hadoop-475 is for making reduce value iterators cloneable.  Hadoop-531 is for sorting on multiple keys  ","Neutral"
"Good suggestion Claus and thanks Alexander for the fast realization.","Positive"
"Created an attachment (id=6644) SSL Guide (take 1) ","Neutral"
"I suggest a potspone to 3.0  as we will redesign the chain.","Neutral"
"Oh  I didn't consider one flow like after the edit log conversion  immediately #store failed.","Negative"
"Quick fix to interchange the order of constructor arguments of ClientIdAndTopic.","Neutral"
"> Do you think attached patch is generic?  Nothing is generic until it's used in more than one place.  The above isn't complete (it needs, e.g., 'read()' and 'seek()' implementations) but it looks like a good start.  But the real question is to you: could you use the above?  Can you present the data and checksums as input streams that support read(byte[], int, int) and seek(long)?  It also assumes a particular checksum implementation, CRC32.  If we wish to allow for others, that aspect could be generalized by adding a codec-like interface for checksummers.  But I think we should probably skip that this iteration. ","Neutral"
"Changes look reasonable to me.","Neutral"
"Sorry I put a comment here which was for another issue (tired as said already)","Negative"
"fix also applied to the Native SDO repo on revision 671633","Neutral"
"I can also see this would get screwed up in Zookeeper mode if the elevate file didn't exist.","Neutral"
"Thanks  Jarcec!","Positive"
"Committed  thanks Maheshwaran.","Positive"
"Sorry clicked the wrong button. Its intended for inclusion.","Negative"
"This isn't a bug. These tests are outdated and it was unclear that they were useful. They have Junit @Ignore annotations that cause them to be skipped (on purpose).","Neutral"
"I'm a pretty strong -0 on this.","Negative"
"Sorry - I just didn't read the issues carefull enough.","Negative"
"This was my accident.  I had the wrong JIRA opened.  This should have been filed against Apache Drill.  Opened DRILL-146 instead.  Sorry","Negative"
"Created an attachment (id=1425) Proposed patch ","Neutral"
"Committed to trunk. Thanks Edward.","Positive"
"Bugs like this make me sad.","Negative"
